epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.35533,3.25887,4.14061,2.28337,0.0025,0.75,0.00242,0.0008,3.2994,5.17242,2.23266,0.09901,1e-05,1e-05
2,6.72316,2.69083,3.6292,2.33381,0,0,0,0,3.6102,5.14774,2.66484,0.0970294,2.9406e-05,2.9406e-05
3,9.75866,3.01091,3.89189,2.59831,0,0,0,0,3.6102,5.14774,2.66484,0.095048,4.802e-05,4.802e-05
4,13.371,2.32949,3.95818,1.86365,0.00083,0.25,0.01916,0.00383,4.01383,5.1481,3.34869,0.0930658,6.5842e-05,6.5842e-05
5,17.4005,2.04187,3.77043,1.84154,0.00083,0.25,0.01916,0.00383,4.01383,5.1481,3.34869,0.0910829,8.2872e-05,8.2872e-05
6,21.4168,1.81886,3.73042,1.63721,0,0,0,0,4.1568,5.1891,3.18978,0.0890991,9.911e-05,9.911e-05
7,25.4009,2.05947,3.64839,1.83876,0,0,0,0,4.1568,5.1891,3.18978,0.0871146,0.000114556,0.000114556
8,28.7316,2.24889,3.63379,1.98231,0,0,0,0,4.1568,5.1891,3.18978,0.0851292,0.00012921,0.00012921
9,31.2481,2.08334,3.63208,1.67641,0.00083,0.25,0.00077,8e-05,3.45993,4.90025,2.81061,0.0831431,0.000143072,0.000143072
10,34.1479,1.93394,3.48219,1.52041,0.00083,0.25,0.00077,8e-05,3.45993,4.90025,2.81061,0.0811561,0.000156142,0.000156142
11,36.6944,1.96347,3.33155,1.57724,0.00083,0.25,0.00077,8e-05,3.45993,4.90025,2.81061,0.0791684,0.00016842,0.00016842
12,39.4816,2.25864,3.34739,1.97395,0.00083,0.25,0.00077,8e-05,3.45993,4.90025,2.81061,0.0771799,0.000179906,0.000179906
13,42.1507,2.06327,3.51974,1.94342,0.00167,0.5,0.00181,0.00025,2.51858,4.29998,2.2123,0.0751906,0.0001906,0.0001906
14,45.323,2.00997,4.44142,2.10164,0.00167,0.5,0.00181,0.00025,2.51858,4.29998,2.2123,0.0732005,0.000200502,0.000200502
15,47.9312,1.30266,3.59007,1.54718,0.00167,0.5,0.00181,0.00025,2.51858,4.29998,2.2123,0.0712096,0.000209612,0.000209612
16,51.2644,1.74269,3.55983,1.53314,0.00167,0.5,0.00181,0.00025,2.51858,4.29998,2.2123,0.0692179,0.00021793,0.00021793
17,55.6266,1.91183,3.38033,1.83558,0.00167,0.5,0.00181,0.00025,2.51858,4.29998,2.2123,0.0672255,0.000225456,0.000225456
18,58.9859,2.30235,3.41499,1.91159,0.00167,0.5,0.00181,0.00025,2.51858,4.29998,2.2123,0.0652322,0.00023219,0.00023219
19,61.9526,1.42014,3.14152,1.36305,0.0025,0.75,0.0395,0.00492,1.67632,4.07339,1.58466,0.0632381,0.000238132,0.000238132
20,65.2031,1.49193,3.24578,1.49606,0.0025,0.75,0.0395,0.00492,1.67632,4.07339,1.58466,0.0612433,0.000243282,0.000243282
21,69.5775,0.88893,4.34761,0.80671,0.0025,0.75,0.0395,0.00492,1.67632,4.07339,1.58466,0.0592476,0.00024764,0.00024764
22,72.0416,1.62542,3.07182,1.54962,0.0025,0.75,0.0395,0.00492,1.67632,4.07339,1.58466,0.0572512,0.000251206,0.000251206
23,75.2894,1.10441,2.90862,1.32094,0.0025,0.75,0.0395,0.00492,1.67632,4.07339,1.58466,0.055254,0.00025398,0.00025398
24,78.7297,2.19629,3.55441,1.96503,0.0025,0.75,0.0395,0.00492,1.67632,4.07339,1.58466,0.053256,0.000255962,0.000255962
25,82.0918,2.21476,3.336,2.16609,0.0025,0.75,0.0395,0.00492,1.67632,4.07339,1.58466,0.0512572,0.000257152,0.000257152
26,86.2297,2.50794,3.74769,2.02816,0.0025,0.75,0.0395,0.00492,1.67632,4.07339,1.58466,0.0492576,0.00025755,0.00025755
27,90.5774,1.50424,2.97408,1.40732,0.00333,1,0.41353,0.21993,1.57849,3.54185,1.44562,0.0472572,0.000257156,0.000257156
28,94.552,1.28961,3.37799,1.32953,0.00333,1,0.41353,0.21993,1.57849,3.54185,1.44562,0.045256,0.00025597,0.00025597
29,99.1031,1.43737,2.92855,1.54825,0.00333,1,0.41353,0.21993,1.57849,3.54185,1.44562,0.043254,0.000253992,0.000253992
30,103.778,1.39372,3.02014,1.27678,0.00333,1,0.41353,0.21993,1.57849,3.54185,1.44562,0.0412512,0.000251222,0.000251222
31,107.961,1.71639,3.20291,1.64752,0.00333,1,0.41353,0.21993,1.57849,3.54185,1.44562,0.0392477,0.00024766,0.00024766
32,111.668,1.2769,2.88543,1.34539,0.00333,1,0.41353,0.21993,1.57849,3.54185,1.44562,0.0372433,0.000243306,0.000243306
33,116.646,1.96493,3.02827,1.44074,0.00333,1,0.41353,0.21993,1.57849,3.54185,1.44562,0.0352382,0.00023816,0.00023816
34,121.281,1.83994,2.8208,1.55536,0.00333,1,0.41353,0.21993,1.57849,3.54185,1.44562,0.0332322,0.000232222,0.000232222
35,125.659,1.87112,2.88175,1.56323,0.00333,1,0.41353,0.21993,1.57849,3.54185,1.44562,0.0312255,0.000225492,0.000225492
36,130.112,1.44524,3.00689,1.67781,0.00333,1,0.41353,0.21993,1.57849,3.54185,1.44562,0.029218,0.00021797,0.00021797
37,133.807,1.57137,2.83504,1.44471,0.00333,1,0.41353,0.21993,1.57849,3.54185,1.44562,0.0272097,0.000209656,0.000209656
38,138.671,1.77628,3.27596,1.86975,0.00333,1,0.41353,0.21993,1.57849,3.54185,1.44562,0.0252006,0.00020055,0.00020055
39,143.566,2.06361,2.98009,1.75177,0.00333,1,0.41353,0.21993,1.57849,3.54185,1.44562,0.0231907,0.000190652,0.000190652
40,148.273,1.23953,2.65791,1.18255,0.00333,1,0.5602,0.30591,1.27788,3.26639,1.32053,0.02118,0.000179962,0.000179962
41,152.77,1.13375,3.03977,1.37906,0.00333,1,0.5602,0.30591,1.27788,3.26639,1.32053,0.0191685,0.00016848,0.00016848
42,157.671,1.40412,2.85094,1.36151,0.00333,1,0.5602,0.30591,1.27788,3.26639,1.32053,0.0171562,0.000156206,0.000156206
43,161.7,1.32373,2.921,1.67231,0.00333,1,0.5602,0.30591,1.27788,3.26639,1.32053,0.0151431,0.00014314,0.00014314
44,166.24,1.51143,2.96884,1.38708,0.00333,1,0.5602,0.30591,1.27788,3.26639,1.32053,0.0131293,0.000129282,0.000129282
45,170.847,1.17131,2.66787,1.34256,0.00333,1,0.5602,0.30591,1.27788,3.26639,1.32053,0.0111146,0.000114632,0.000114632
46,176.947,0.93976,2.90038,1.08793,0.00333,1,0.5602,0.30591,1.27788,3.26639,1.32053,0.00909919,9.919e-05,9.919e-05
47,181.604,1.11106,2.93312,1.23687,0.00333,1,0.5602,0.30591,1.27788,3.26639,1.32053,0.00708296,8.2956e-05,8.2956e-05
48,186.711,1.57428,2.98866,1.60073,0.00333,1,0.5602,0.30591,1.27788,3.26639,1.32053,0.00506593,6.593e-05,6.593e-05
49,191.27,1.16358,2.9793,1.23229,0.00333,1,0.5602,0.30591,1.27788,3.26639,1.32053,0.00304811,4.8112e-05,4.8112e-05
50,195.049,0.97918,2.81072,1.11991,0.00333,1,0.5602,0.30591,1.27788,3.26639,1.32053,0.0010295,2.9502e-05,2.9502e-05
1,4.83114,2.01495,4.0425,1.58009,0.00303,0.75,0.00289,0.00113,2.42513,3.91329,2.04793,0.09703,3e-05,3e-05
2,7.90433,1.15752,3.63178,1.15923,0.00357,1,0.00441,0.00128,2.8251,3.81139,2.11059,0.0930697,6.96535e-05,6.96535e-05
3,10.9464,1.87234,3.61273,1.42745,0.00357,1,0.00441,0.00128,2.8251,3.81139,2.11059,0.0891089,0.000108911,0.000108911
4,14.4891,2.38061,3.85619,2.03582,0.00357,1,0.00441,0.00128,2.8251,3.81139,2.11059,0.0851478,0.000147772,0.000147772
5,18.2657,2.43405,3.9852,1.9878,0.00357,1,0.00441,0.00128,2.8251,3.81139,2.11059,0.0811862,0.000186238,0.000186238
6,21.353,2.45962,3.60257,2.24692,0.00269,0.75,0.0027,0.00089,2.70466,4.00757,2.45471,0.0772243,0.000224308,0.000224308
7,24.5631,2.11916,3.62979,1.76206,0.00269,0.75,0.0027,0.00089,2.70466,4.00757,2.45471,0.073262,0.000261981,0.000261981
8,28.4425,1.88798,3.60755,1.5785,0.00269,0.75,0.0027,0.00089,2.70466,4.00757,2.45471,0.0692993,0.000299258,0.000299258
9,32.7812,2.20007,3.80245,1.74183,0.00269,0.75,0.0027,0.00089,2.70466,4.00757,2.45471,0.0653361,0.00033614,0.00033614
10,37.0595,2.13366,3.78583,1.85952,0.00269,0.75,0.0027,0.00089,2.70466,4.00757,2.45471,0.0613726,0.000372625,0.000372625
11,40.653,2.052,3.55713,1.77536,0.00269,0.75,0.0027,0.00089,2.70466,4.00757,2.45471,0.0574087,0.000408715,0.000408715
12,44.9472,1.9172,3.53895,1.63127,0.00269,0.75,0.0027,0.00089,2.70466,4.00757,2.45471,0.0534444,0.000444408,0.000444408
13,48.7837,1.68515,3.42435,1.69331,0.00269,0.75,0.0027,0.00089,2.70466,4.00757,2.45471,0.0494797,0.000479706,0.000479706
14,52.5079,1.72432,3.62854,1.86644,0.00269,0.75,0.0027,0.00089,2.70466,4.00757,2.45471,0.0455146,0.000514608,0.000514608
15,55.9642,1.42582,3.20346,1.28408,0.00401,1,0.01248,0.00423,1.87772,3.65589,1.9851,0.0415491,0.000549113,0.000549113
16,60.8854,1.9492,3.05263,1.59652,0.00401,1,0.01248,0.00423,1.87772,3.65589,1.9851,0.0375832,0.000583223,0.000583223
17,64.2748,1.7546,3.12299,1.47469,0.00401,1,0.01248,0.00423,1.87772,3.65589,1.9851,0.0336169,0.000616936,0.000616936
18,67.3561,2.0908,3.33114,1.8662,0.00401,1,0.01248,0.00423,1.87772,3.65589,1.9851,0.0296503,0.000650254,0.000650254
19,70.6981,1.54714,3.0295,1.41241,0.00401,1,0.01248,0.00423,1.87772,3.65589,1.9851,0.0256832,0.000683175,0.000683175
20,75.1859,1.51525,3.21117,1.48252,0.00401,1,0.01248,0.00423,1.87772,3.65589,1.9851,0.0217157,0.000715701,0.000715701
21,78.5631,1.55142,2.9269,1.37217,0.00401,1,0.01248,0.00423,1.87772,3.65589,1.9851,0.0177478,0.00074783,0.00074783
22,82.6066,1.50039,3.08355,1.5023,0.00401,1,0.01248,0.00423,1.87772,3.65589,1.9851,0.0137796,0.000779563,0.000779563
23,86.3884,2.02114,3.27787,1.9745,0.00401,1,0.01248,0.00423,1.87772,3.65589,1.9851,0.0098109,0.000810901,0.000810901
24,89.8601,1.18133,2.72325,1.0695,0.00401,1,0.01248,0.00423,1.87772,3.65589,1.9851,0.00584184,0.000841842,0.000841842
25,93.0804,1.83371,3.2706,1.64739,0.00401,1,0.01248,0.00423,1.87772,3.65589,1.9851,0.00187239,0.000872388,0.000872388
26,96.392,1.90439,3.16615,1.83179,0.00401,1,0.01248,0.00423,1.87772,3.65589,1.9851,0.00087625,0.00087625,0.00087625
27,99.749,1.48418,2.7988,1.37021,0.00401,1,0.01248,0.00423,1.87772,3.65589,1.9851,0.0008713,0.0008713,0.0008713
28,103.653,1.85148,3.01312,1.65674,0.00401,1,0.01248,0.00423,1.87772,3.65589,1.9851,0.00086635,0.00086635,0.00086635
29,106.703,2.13959,3.12867,1.91795,0.00401,1,0.01248,0.00423,1.87772,3.65589,1.9851,0.0008614,0.0008614,0.0008614
30,110.194,1.83853,3.29384,2.00063,0.00401,1,0.01248,0.00423,1.87772,3.65589,1.9851,0.00085645,0.00085645,0.00085645
31,113.551,1.71251,3.09305,1.84233,1,0.69929,0.995,0.35042,1.58171,2.26543,1.72541,0.0008515,0.0008515,0.0008515
32,116.918,1.12218,2.16113,0.98984,1,0.69929,0.995,0.35042,1.58171,2.26543,1.72541,0.00084655,0.00084655,0.00084655
33,121.494,2.01807,2.3188,1.55703,1,0.69929,0.995,0.35042,1.58171,2.26543,1.72541,0.0008416,0.0008416,0.0008416
34,124.967,2.02579,2.12192,1.52819,1,0.69929,0.995,0.35042,1.58171,2.26543,1.72541,0.00083665,0.00083665,0.00083665
35,128.952,1.78377,2.37815,1.54863,1,0.69929,0.995,0.35042,1.58171,2.26543,1.72541,0.0008317,0.0008317,0.0008317
36,132.406,1.52065,2.1255,1.45929,1,0.69929,0.995,0.35042,1.58171,2.26543,1.72541,0.00082675,0.00082675,0.00082675
37,136.136,1.79028,2.47451,1.62604,1,0.69929,0.995,0.35042,1.58171,2.26543,1.72541,0.0008218,0.0008218,0.0008218
38,139.51,1.67837,2.09012,1.80605,1,0.69929,0.995,0.35042,1.58171,2.26543,1.72541,0.00081685,0.00081685,0.00081685
39,143.211,2.00732,2.19453,1.81903,1,0.69929,0.995,0.35042,1.58171,2.26543,1.72541,0.0008119,0.0008119,0.0008119
40,146.448,1.67605,2.3625,1.59986,1,0.69929,0.995,0.35042,1.58171,2.26543,1.72541,0.00080695,0.00080695,0.00080695
41,150.118,1.70999,2.25222,1.2363,1,0.69929,0.995,0.35042,1.58171,2.26543,1.72541,0.000802,0.000802,0.000802
42,155.188,1.5668,2.22233,1.5643,1,0.69929,0.995,0.35042,1.58171,2.26543,1.72541,0.00079705,0.00079705,0.00079705
43,158.67,1.75224,2.09891,1.5922,1,0.69929,0.995,0.35042,1.58171,2.26543,1.72541,0.0007921,0.0007921,0.0007921
44,162.347,1.66303,2.26093,1.34763,1,0.69929,0.995,0.35042,1.58171,2.26543,1.72541,0.00078715,0.00078715,0.00078715
45,166.425,1.60279,2.19032,1.51484,1,0.69929,0.995,0.35042,1.58171,2.26543,1.72541,0.0007822,0.0007822,0.0007822
46,171.044,1.8542,2.31627,1.4566,1,0.69929,0.995,0.35042,1.58171,2.26543,1.72541,0.00077725,0.00077725,0.00077725
47,174.918,2.38375,2.20705,1.96601,0.94126,1,0.995,0.52121,1.42008,2.83213,1.51393,0.0007723,0.0007723,0.0007723
48,178.277,1.62477,2.52043,1.60698,0.94126,1,0.995,0.52121,1.42008,2.83213,1.51393,0.00076735,0.00076735,0.00076735
49,181.621,1.62614,1.64138,1.28078,0.94126,1,0.995,0.52121,1.42008,2.83213,1.51393,0.0007624,0.0007624,0.0007624
50,186.576,1.02513,2.7676,1.24434,0.94126,1,0.995,0.52121,1.42008,2.83213,1.51393,0.00075745,0.00075745,0.00075745
51,190.001,2.24216,2.9256,1.80502,0.94126,1,0.995,0.52121,1.42008,2.83213,1.51393,0.0007525,0.0007525,0.0007525
52,193.724,1.87417,2.22482,1.6038,0.94126,1,0.995,0.52121,1.42008,2.83213,1.51393,0.00074755,0.00074755,0.00074755
53,198.105,1.23399,1.91381,1.25401,0.94126,1,0.995,0.52121,1.42008,2.83213,1.51393,0.0007426,0.0007426,0.0007426
54,201.426,1.50377,2.20742,1.50181,0.94126,1,0.995,0.52121,1.42008,2.83213,1.51393,0.00073765,0.00073765,0.00073765
55,205.613,1.11541,2.36551,1.01009,0.94126,1,0.995,0.52121,1.42008,2.83213,1.51393,0.0007327,0.0007327,0.0007327
56,209.707,1.20553,1.82915,1.28571,0.94126,1,0.995,0.52121,1.42008,2.83213,1.51393,0.00072775,0.00072775,0.00072775
57,212.881,1.58254,2.70017,1.30438,0.94126,1,0.995,0.52121,1.42008,2.83213,1.51393,0.0007228,0.0007228,0.0007228
58,217.013,1.94787,2.19481,1.83218,0.94126,1,0.995,0.52121,1.42008,2.83213,1.51393,0.00071785,0.00071785,0.00071785
59,220.7,1.62884,1.65642,1.43617,0.94126,1,0.995,0.52121,1.42008,2.83213,1.51393,0.0007129,0.0007129,0.0007129
60,224.651,1.42217,3.21455,1.27091,0.94126,1,0.995,0.52121,1.42008,2.83213,1.51393,0.00070795,0.00070795,0.00070795
61,228.397,1.6307,1.8851,1.58005,0.94126,1,0.995,0.52121,1.42008,2.83213,1.51393,0.000703,0.000703,0.000703
62,233.507,1.14192,2.81767,0.98405,0.94126,1,0.995,0.52121,1.42008,2.83213,1.51393,0.00069805,0.00069805,0.00069805
63,237.856,1.55761,1.64003,1.50358,1,0.98962,0.995,0.46746,1.31669,1.9243,1.48136,0.0006931,0.0006931,0.0006931
64,241.534,1.12181,2.43823,1.39721,1,0.98962,0.995,0.46746,1.31669,1.9243,1.48136,0.00068815,0.00068815,0.00068815
65,245.383,1.29376,1.60932,1.38614,1,0.98962,0.995,0.46746,1.31669,1.9243,1.48136,0.0006832,0.0006832,0.0006832
66,248.715,1.14125,1.52692,1.14752,1,0.98962,0.995,0.46746,1.31669,1.9243,1.48136,0.00067825,0.00067825,0.00067825
67,252.199,1.05262,2.19869,1.21422,1,0.98962,0.995,0.46746,1.31669,1.9243,1.48136,0.0006733,0.0006733,0.0006733
68,256.594,0.98942,1.43341,1.16879,1,0.98962,0.995,0.46746,1.31669,1.9243,1.48136,0.00066835,0.00066835,0.00066835
69,262.121,1.19303,1.66455,1.40622,1,0.98962,0.995,0.46746,1.31669,1.9243,1.48136,0.0006634,0.0006634,0.0006634
70,266.4,1.12504,2.14963,1.3076,1,0.98962,0.995,0.46746,1.31669,1.9243,1.48136,0.00065845,0.00065845,0.00065845
71,270.759,0.80474,2.55941,1.00874,1,0.98962,0.995,0.46746,1.31669,1.9243,1.48136,0.0006535,0.0006535,0.0006535
72,275.022,0.92073,2.042,0.99433,1,0.98962,0.995,0.46746,1.31669,1.9243,1.48136,0.00064855,0.00064855,0.00064855
73,279.378,1.08561,1.97089,1.23672,1,0.98962,0.995,0.46746,1.31669,1.9243,1.48136,0.0006436,0.0006436,0.0006436
74,283.964,1.27914,1.74938,1.31125,1,0.98962,0.995,0.46746,1.31669,1.9243,1.48136,0.00063865,0.00063865,0.00063865
75,290.031,1.57349,2.16102,1.42073,1,0.98962,0.995,0.46746,1.31669,1.9243,1.48136,0.0006337,0.0006337,0.0006337
76,295.846,1.36882,1.97294,1.37825,1,0.98962,0.995,0.46746,1.31669,1.9243,1.48136,0.00062875,0.00062875,0.00062875
77,301.394,1.18781,1.81162,1.39328,1,0.98962,0.995,0.46746,1.31669,1.9243,1.48136,0.0006238,0.0006238,0.0006238
78,305.771,1.16018,1.8367,1.3131,1,0.98962,0.995,0.46746,1.31669,1.9243,1.48136,0.00061885,0.00061885,0.00061885
79,311.067,1.18982,2.00019,1.21665,0.92665,0.75,0.87,0.61893,0.89005,1.60224,1.14468,0.0006139,0.0006139,0.0006139
80,315.274,1.23054,1.63676,1.18707,0.92665,0.75,0.87,0.61893,0.89005,1.60224,1.14468,0.00060895,0.00060895,0.00060895
81,319.524,1.33166,2.02977,1.46035,0.92665,0.75,0.87,0.61893,0.89005,1.60224,1.14468,0.000604,0.000604,0.000604
82,322.872,1.43467,2.50062,1.15964,0.92665,0.75,0.87,0.61893,0.89005,1.60224,1.14468,0.00059905,0.00059905,0.00059905
83,326.181,1.32615,1.80833,1.1809,0.92665,0.75,0.87,0.61893,0.89005,1.60224,1.14468,0.0005941,0.0005941,0.0005941
84,330.696,1.23437,1.82882,1.2514,0.92665,0.75,0.87,0.61893,0.89005,1.60224,1.14468,0.00058915,0.00058915,0.00058915
85,334.845,1.08583,1.78128,1.34384,0.92665,0.75,0.87,0.61893,0.89005,1.60224,1.14468,0.0005842,0.0005842,0.0005842
86,338.325,1.03793,1.56847,1.18879,0.92665,0.75,0.87,0.61893,0.89005,1.60224,1.14468,0.00057925,0.00057925,0.00057925
87,342.37,1.30189,2.07567,1.20201,0.92665,0.75,0.87,0.61893,0.89005,1.60224,1.14468,0.0005743,0.0005743,0.0005743
88,346.642,1.37855,1.77896,1.31046,0.92665,0.75,0.87,0.61893,0.89005,1.60224,1.14468,0.00056935,0.00056935,0.00056935
89,350.558,1.73522,2.64531,1.34501,0.92665,0.75,0.87,0.61893,0.89005,1.60224,1.14468,0.0005644,0.0005644,0.0005644
90,355.172,1.35116,1.74134,1.46082,0.92665,0.75,0.87,0.61893,0.89005,1.60224,1.14468,0.00055945,0.00055945,0.00055945
91,358.302,1.23146,1.79878,1.24325,0.92665,0.75,0.87,0.61893,0.89005,1.60224,1.14468,0.0005545,0.0005545,0.0005545
92,362.064,0.77971,1.98828,0.87802,0.92665,0.75,0.87,0.61893,0.89005,1.60224,1.14468,0.00054955,0.00054955,0.00054955
93,366.375,1.17073,1.68749,1.37808,0.92665,0.75,0.87,0.61893,0.89005,1.60224,1.14468,0.0005446,0.0005446,0.0005446
94,370.788,1.19142,1.65101,1.17812,0.92665,0.75,0.87,0.61893,0.89005,1.60224,1.14468,0.00053965,0.00053965,0.00053965
95,374.523,1.28526,1.66197,1.29292,0.6495,1,0.91167,0.62088,0.92534,1.61541,1.15539,0.0005347,0.0005347,0.0005347
96,377.975,0.83558,1.86284,0.86848,0.6495,1,0.91167,0.62088,0.92534,1.61541,1.15539,0.00052975,0.00052975,0.00052975
97,381.618,1.06609,1.47646,1.12858,0.6495,1,0.91167,0.62088,0.92534,1.61541,1.15539,0.0005248,0.0005248,0.0005248
98,385.106,1.57233,1.85924,1.61998,0.6495,1,0.91167,0.62088,0.92534,1.61541,1.15539,0.00051985,0.00051985,0.00051985
99,389.164,1.47676,1.92076,1.26951,0.6495,1,0.91167,0.62088,0.92534,1.61541,1.15539,0.0005149,0.0005149,0.0005149
100,392.997,1.09241,1.64837,1.09258,0.6495,1,0.91167,0.62088,0.92534,1.61541,1.15539,0.00050995,0.00050995,0.00050995
101,397.434,0.90845,1.55924,1.1385,0.6495,1,0.91167,0.62088,0.92534,1.61541,1.15539,0.000505,0.000505,0.000505
102,401.496,1.0666,1.79478,1.1601,0.6495,1,0.91167,0.62088,0.92534,1.61541,1.15539,0.00050005,0.00050005,0.00050005
103,406.083,1.56317,1.84825,1.17531,0.6495,1,0.91167,0.62088,0.92534,1.61541,1.15539,0.0004951,0.0004951,0.0004951
104,409.228,1.11851,1.53514,1.08811,0.6495,1,0.91167,0.62088,0.92534,1.61541,1.15539,0.00049015,0.00049015,0.00049015
105,413.085,0.71375,2.25982,0.94001,0.6495,1,0.91167,0.62088,0.92534,1.61541,1.15539,0.0004852,0.0004852,0.0004852
106,416.901,1.04559,1.85082,1.12242,0.6495,1,0.91167,0.62088,0.92534,1.61541,1.15539,0.00048025,0.00048025,0.00048025
107,421.237,1.327,1.88034,1.23685,0.6495,1,0.91167,0.62088,0.92534,1.61541,1.15539,0.0004753,0.0004753,0.0004753
108,425.074,1.10285,1.6242,1.1543,0.6495,1,0.91167,0.62088,0.92534,1.61541,1.15539,0.00047035,0.00047035,0.00047035
109,428.696,1.36121,1.92949,1.36376,0.6495,1,0.91167,0.62088,0.92534,1.61541,1.15539,0.0004654,0.0004654,0.0004654
110,431.887,0.7823,1.98123,0.84255,0.6495,1,0.91167,0.62088,0.92534,1.61541,1.15539,0.00046045,0.00046045,0.00046045
111,435.637,0.99094,1.75762,1.19265,0.98431,1,0.995,0.5517,1.01192,1.63798,1.16927,0.0004555,0.0004555,0.0004555
112,439.598,0.99474,1.53799,1.00347,0.98431,1,0.995,0.5517,1.01192,1.63798,1.16927,0.00045055,0.00045055,0.00045055
113,443.813,0.79334,1.52919,1.07396,0.98431,1,0.995,0.5517,1.01192,1.63798,1.16927,0.0004456,0.0004456,0.0004456
114,447.671,0.68722,1.90232,0.84036,0.98431,1,0.995,0.5517,1.01192,1.63798,1.16927,0.00044065,0.00044065,0.00044065
115,451.256,0.63723,1.97398,0.77972,0.98431,1,0.995,0.5517,1.01192,1.63798,1.16927,0.0004357,0.0004357,0.0004357
116,454.95,1.24975,1.72664,1.16966,0.98431,1,0.995,0.5517,1.01192,1.63798,1.16927,0.00043075,0.00043075,0.00043075
117,458.283,1.0325,2.484,0.90862,0.98431,1,0.995,0.5517,1.01192,1.63798,1.16927,0.0004258,0.0004258,0.0004258
118,461.985,0.91595,1.38579,1.07211,0.98431,1,0.995,0.5517,1.01192,1.63798,1.16927,0.00042085,0.00042085,0.00042085
119,465.828,1.11662,1.50572,1.13605,0.98431,1,0.995,0.5517,1.01192,1.63798,1.16927,0.0004159,0.0004159,0.0004159
120,469.525,1.03153,2.05221,1.33251,0.98431,1,0.995,0.5517,1.01192,1.63798,1.16927,0.00041095,0.00041095,0.00041095
121,472.958,0.72713,1.47152,1.05929,0.98431,1,0.995,0.5517,1.01192,1.63798,1.16927,0.000406,0.000406,0.000406
122,476.634,0.974,1.39456,1.08208,0.98431,1,0.995,0.5517,1.01192,1.63798,1.16927,0.00040105,0.00040105,0.00040105
123,480.332,1.30788,1.70373,1.2417,0.98431,1,0.995,0.5517,1.01192,1.63798,1.16927,0.0003961,0.0003961,0.0003961
124,484.247,0.94147,1.45912,0.90211,0.98431,1,0.995,0.5517,1.01192,1.63798,1.16927,0.00039115,0.00039115,0.00039115
125,488.268,0.8721,1.68409,1.09047,0.98431,1,0.995,0.5517,1.01192,1.63798,1.16927,0.0003862,0.0003862,0.0003862
126,491.542,0.98435,1.41399,1.19265,0.98431,1,0.995,0.5517,1.01192,1.63798,1.16927,0.00038125,0.00038125,0.00038125
127,495.051,1.00277,1.53058,1.09332,1,0.8743,0.995,0.7832,0.70866,1.40851,0.94286,0.0003763,0.0003763,0.0003763
128,498.694,1.29194,1.92502,1.17914,1,0.8743,0.995,0.7832,0.70866,1.40851,0.94286,0.00037135,0.00037135,0.00037135
129,502.597,0.73145,1.46698,0.99567,1,0.8743,0.995,0.7832,0.70866,1.40851,0.94286,0.0003664,0.0003664,0.0003664
130,506.732,0.95347,2.28668,0.93319,1,0.8743,0.995,0.7832,0.70866,1.40851,0.94286,0.00036145,0.00036145,0.00036145
131,510.517,0.77629,1.70452,1.09842,1,0.8743,0.995,0.7832,0.70866,1.40851,0.94286,0.0003565,0.0003565,0.0003565
132,513.941,0.99152,1.45271,1.03965,1,0.8743,0.995,0.7832,0.70866,1.40851,0.94286,0.00035155,0.00035155,0.00035155
